did,rkey,time_us,time_iso,langs,text
did:plc:76aj5grhmb7pbpmjasewmdko,3lscennjock2j,1750708827085772,2025-06-23T20:00:27.085772+00:00,en,"We have been to Youlgreave (or Youlgrave) today to see the Well Dressings. I wasn't impressed to see the rancid Orange dicktator represented, but I do salute the work that goes into their creation. Also, shout out to Peak Feast peakfeast.co.uk for their most excellent Vegan Bakewell Tart."
did:plc:ydxvukpda3kj5hamad2cvyr4,3lscfbpaqes2u,1750709460869149,2025-06-23T20:11:00.869149+00:00,en,"You're invited to a plant-based potluck in Palo Alto, Sat June 28 at 6 pm sponsored by First Pres Palo Alto and Palo Alto Student Climate Coalition. Bring your own plate/utensil, too. RSVP to cynthiachinlee@gmail.com"
did:plc:ypkoykpbeohkz2xjjt466hrw,3lscfc5j7sc2o,1750709473453052,2025-06-23T20:11:13.453052+00:00,en,#VeganFoodie #HealthyAging #LessStress #Substack 100% Free
did:plc:qxi2xvkdhqbfdwhaefqs2i2y,3lscg7kw4uk27,1750710460048898,2025-06-23T20:27:40.048898+00:00,en,"It’s salad season. Because no one should be cooking with heat right now! I’ll give you an easy vegan dressing recipe: dollop of hummus, dollop of mayo, water to thin, mix well. Voila!  #salad #dressing #vegan #easyvegan"
did:plc:cf2cdebqfzixlxgcgfmxw4na,3lscgn2eqfc2t,1750710917471901,2025-06-23T20:35:17.471901+00:00,en,The name of this vegan Camembert makes me genuinely sad for Bert. Poor guy.
did:plc:blluzotaqiswo4ilmx66zlfi,3lscgq6vnsc2f,1750711018600447,2025-06-23T20:36:58.600447+00:00,en,I'm getting into vegan cooking. drop a link to your faves ⬇️⬇️⬇️🙏
did:plc:mjbzibfs2sefyh2zi45tuvh2,3lscgwq7smk2v,1750711240281624,2025-06-23T20:40:40.281624+00:00,en,@afivegantenna.bsky.social  Pls my friend donate if you can and Share the post with the donation link.  bsky.app/profile/9ahm...
did:plc:7gxu23dnlvwe66s3rbo255bx,3lscgyto6y227,1750711309084834,2025-06-23T20:41:49.084834+00:00,en,@blueaxeman.bsky.social   I'm just curious if you're a vegan because you say you love animals. And you also say you hate hypocrisy. Honest question.
did:plc:3gsq37e7e2eecwqiiuixg4cg,3lschehnux22d,1750711698065533,2025-06-23T20:48:18.065533+00:00,en,Now is always a great time to veer #plantbased or go #vegan  End Big Agriculture  #ClimateInfluence
did:plc:jtrkgz6gst4gkejayn63dipj,3lschfp6olc2c,1750711739998712,2025-06-23T20:48:59.998712+00:00,en,having out of date vegan burgers that i found at the bottom of the chest freezer 😋
did:plc:qv4tsmmuahgzcxtru3opdm6d,3lschqm65xc2c,1750712107953502,2025-06-23T20:55:07.953502+00:00,en,"dear #vegans of @bsky.app finally the amazing team of the #plantbased community kitchen in North #Gaza found a way to partially restore their access to water. Please continue to support them so they can provide nutritious, healthy vegan meals to all those on the camp  chuffed.org/project/crue..."
did:plc:kwbtn54kbe5m3ax5cyfl4j6u,3lschsq2brc2j,1750712177491260,2025-06-23T20:56:17.491260+00:00,en,"36° C in DC. It’s (vegan) ice cream weather, baby."
did:plc:vyaud2o7mv4yt2557iti24oe,3lschtwsfec2e,1750712218750792,2025-06-23T20:56:58.750792+00:00,en,"What’s Masta Killa’s secret to staying sharp and strong? Respect the body. Fuel it right. Eat vegan 🌱   Hip-hop icon and Wu-Tang Clan legend knows the power of plants means more power for your body. Balance your life, go vegan 👐"
did:plc:wjuwy2cechhlde7om5kstvzo,3lschzwp4c227,1750712419203131,2025-06-23T21:00:19.203131+00:00,en,"Also making vegan sloppy joes with carmelized onions, KFC copycat cole slaw & air fryer fresh french fries.  Cut my thumb pretty dang good cutting the potatoes & yelled ""NO, I don't have time to bleed!"" 😂 I finished cutting the potatoes with one hand. It's still bleeding & it's throbbing 🙄 ouch."
did:plc:pbrijh53rkoyw4e7wrt5p4e3,3lscifgmajk26,1750712809705320,2025-06-23T21:06:49.705320+00:00,en,"Meeting on Monday 6/23 at 6:00 PM includes ordinance that is recommended for approval prohibiting the sale of #Kratom  DeKalb Public Library Yusunas Meeting Room 309 Oak Street DeKalb, Illinois 60115 #Illinois #plantbasedrecovery #plantbasedmedicine  www.protectkratom.org/illinois"
did:plc:oxkq25pb6uzaxczh53tcb663,3lscit2t2622m,1750713266659256,2025-06-23T21:14:26.659256+00:00,en,Not sure how I feel about these. I really like the pizza flavoring on them... The crunch is good... But there's a little bit of bitterness to the bean I think?  #vegansnacks
did:plc:7ljg5ipo2jptwuz55tjzd77d,3lsciut6zpc24,1750713336154495,2025-06-23T21:15:36.154495+00:00,en,"Honestly, Vegan 🥬food ain't that bad once you add 🥩 meat and cheese 🧀 to it..."
did:plc:2apohx2tdagf752komnr5bmi,3lscivwjdms2q,1750713357851656,2025-06-23T21:15:57.851656+00:00,en,How many vegans does take to get to that center of mass?
did:plc:wsnvv5bflmxliv3qafklkslt,3lsciwma23s2f,1750713381884964,2025-06-23T21:16:21.884964+00:00,en,"@vegancb.bsky.social  Please this is urgent... Share the pinned post here 👇🙏🏻 @mummarah1.bsky.social   My health is very bad, and I need to get emergency medicine, as well as food or even just some flour for my little daughter, whose body is worn out from hunger😭😔"
did:plc:53u7bzjxf6py2uyhyx2all2m,3lscix4lcac2j,1750713401579566,2025-06-23T21:16:41.579566+00:00,en,Fight for Animal Rights!!!
did:plc:53u7bzjxf6py2uyhyx2all2m,3lsciy3jvhc2j,1750713433668854,2025-06-23T21:17:13.668854+00:00,en,Fight for Animal Rights!!!
did:plc:bak7rd43e726w4hp66sujsqh,3lscj5vyl2c2n,1750713636856496,2025-06-23T21:20:36.856496+00:00,en,"Hydrate your skin with bluamor KokuMango Lotion Butter Bar!  Body butter that's non-greasy, long-lasting, and made with natural ingredients.  ➡️ bluamor.com  #Skincare #Lotion #BodyButter #Handmade #Colorado #Vegan #Organic #Compostable #PlasticFree #SmallBusiness"
did:plc:e3wdhvwl2vfaoesqvbwsvgb7,3lscjimmze22o,1750713989138366,2025-06-23T21:26:29.138366+00:00,en,"In case you need help staying updated with my latest blog posts, below is a wrap up of the past 7 days:  Should we buy vegan products from unethical companies? tinyurl.com/ytput9eh  Episode 48 of Tell Me Where I'm Going (Wrong) podcast was released: tinyurl.com/363ar7m3"
did:plc:pbo3vmgbpegm3srukuquqzrk,3lscjonbnvs22,1750714187883647,2025-06-23T21:29:47.883647+00:00,en,"#WheresMrsMo  For those interested @mrsfrmo.bsky.social has reached Braunston Marina. The other me's family played her lots of Fairport Convention, and now she wants to pilot The Lovely Swan to Cropredy for the festival. She makes excellent vegan mayo now."
did:plc:gea43dvjdqehvtuewqvlq3df,3lscjpnwv6c2t,1750714229758552,2025-06-23T21:30:29.758552+00:00,en,The Naturalist Black Vegan Summer Camp done wore my babies out. They been in the creek and everywhere lol
did:plc:vyaud2o7mv4yt2557iti24oe,3lscjrvhz4s2e,1750714297184865,2025-06-23T21:31:37.184865+00:00,en,Lettuce all go vegan 🥬 Check out our campaign with Wu-Tang Clan legend Masta Killa 👐
did:plc:tjmiizwlv3zqayjgpon2xmsf,3lscjv2m5rc2v,1750714405677926,2025-06-23T21:33:25.677926+00:00,en,"No meat treat: PETA ranked Denver in the top ten of cities with vegan eateries. I happened to have a Vegan Josie Ham Sandwich from Rebel Bread, which definitely adds to Denver's vegan rep. #foodporn #vegan #westword  www.westword.com/restaurants/..."
did:plc:kmzvu562ttzbisqzrd5x2dop,3lscjwes2zs2w,1750714449256344,2025-06-23T21:34:09.256344+00:00,en,"New vegan recipe vid, please subscribe and get me to 500 subs youtu.be/NnYRAPakbjE?..."
did:plc:7vs7fbkam6azcbffwietmmgx,3lsck7ip6322d,1750714755079659,2025-06-23T21:39:15.079659+00:00,en,Dolly Parton announces 2025 Las Vegas residency brooklynvegan.com/dolly-parton...
did:plc:md6tagpsc67fliqqmdbzx4bn,3lscking76s2h,1750715061789058,2025-06-23T21:44:21.789058+00:00,en,I'm thinking that this vegan lamb broth concentrate could be the key to an incredible vegan gyro. 👀  I'd adapt my vegan Italian beef recipe then finish by doing some light broiling.
did:plc:hkpw5ownoh2xpk4gwa7jdena,3lsckjapxqk2x,1750715079756229,2025-06-23T21:44:39.756229+00:00,en,"If you’re a cannacocktail girlie you must try the Gigli pineapple mojitos.   They’re low cal, low sugar, vegan and GF, inexpensive for the market, and has ashwagandha for stress relief I’m legit obsessed.  Also why aren’t I sponsored damn."
did:plc:ncf5xoizrrhbzlmwvbsyctod,3lsckqoono224,1750715329548694,2025-06-23T21:48:49.548694+00:00,en,"✨ Far-right misogyny in Parliament ✨  (Without much argumentation efforts though, these are old jokes, a crazy vegan woman eating tofu really???)"
did:plc:c6j5rlcacsvqpi2amqfvc6e5,3lsckvtu2i22l,1750715507022757,2025-06-23T21:51:47.022757+00:00,en,"When you need lunch in a pinch because you’re going to an event at the care home last minute and the chef there “doesn’t know how” to prepare vegan food. (She gave us a plate of grapes for lunch last time, lol, and said she had no idea how we live without eating protein.)  #veganfood"
did:plc:jibs2zcnki5ulqkflxdcg3dc,3lsckwim3is23,1750715525675036,2025-06-23T21:52:05.675036+00:00,en,"A lot of younger voters skew vegan, so Donald Norcross doesn’t have to worry about being eaten after he’s processed."
did:plc:oqeqsdxqdrxdmwhibbzbcujf,3lsckwinyzk2b,1750715527053034,2025-06-23T21:52:07.053034+00:00,en,"When celebrities say why they’re no longer “vegan,” and you feel the need to give your input on TikTok. 😂🤷‍♀️  #exvegans"
did:plc:7vs7fbkam6azcbffwietmmgx,3lsclb7ys6c2d,1750715886540105,2025-06-23T21:58:06.540105+00:00,en,Hear 12 new songs that came out today www.brooklynvegan.com/12-new-songs...
did:plc:lh5zdubpo6j5ehminfze2obg,3lsclc4mmss2l,1750715916292354,2025-06-23T21:58:36.292354+00:00,en,Made this today and it’s sooooo amazing!  www.gretchensveganbakery.com/vegan-key-li...
did:plc:l3vbx3e2lqnlja7q64wfrrzq,3lsclet5vys26,1750716005866842,2025-06-23T22:00:05.866842+00:00,en,"hey NYers remember when Anthony Weiner tried to return to politics through a mayoral run after resigning in disgrace and was the front runner, but it wound up such a disaster that deBlasio got elected by promising the vegan caucus that he’d pick a fight with the Central Park horse carriages"
did:plc:dazpm5logm7yn35vrvz6fflx,3lsclez7ica23,1750716011374038,2025-06-23T22:00:11.374038+00:00,en,They say #vegan is extreme...   But stabbing animals isn't?   🌱
did:plc:jhyb25ajd2xsv23ncho5ntr2,3lsclekw4ls27,1750716026994895,2025-06-23T22:00:26.994895+00:00,en,"Might not look the best, but it's easy & delish -> simple veggie soup 🍲 great way to clean the fridge & get a lot of different veg into you 😋 Btw in Poland that's veg soup, with veggie pieces rather than blended - it was sth new to me when I came to Irl, to blend a soup 🤯😅 #wfpb #vegan #plantbased"
did:plc:5qjtgpxpeqsrmmy6sfoeybym,3lsclo7v7vg2h,1750716320549593,2025-06-23T22:05:20.549593+00:00,en,🛍️ Oferta especial! Confira este Moto Edge 🎉  🛒 Smartphone Motorola Edge 50 Ultra 5G - 512GB 24GB (12GB RAM+12GB Ram Boost) 50MP Ultra-Pixel AI Camera IP68 NFC- Peach Fuzz Vegan Leather  ❌ De: R$ 3999.00 💵 𝗣𝗼𝗿: 𝗥$ 𝟯𝟰𝟵𝟵.𝟬𝟬 🔥 13% OFF!  🔗 https://tinyurl.com/27tm5ex2
did:plc:my3hjdu7fhnggn3sbe3cc2oa,3lscmaw3mwk2c,1750716951170536,2025-06-23T22:15:51.170536+00:00,en,"A bowl full of roasted, pickled, fermented and raw veg with marinated tofu, noodles & dragon sauce...& ginger turmeric Kombucha, of course. Inspired by the menu at #farmacyandfermentary for my meal prep. #local #eatlikeyougiveafuck #vegan #pei #kombucha #summer #love"
did:plc:p6kxpg6glahddvfexepepvp4,3lscmg3c7tc2n,1750717121069848,2025-06-23T22:18:41.069848+00:00,en,My Fragrance of the Day:   Dries Van Noten Soie Malaquais  - Vegan  -Refillable bottle   *budget beauties: Lataffa Peace and Love is a 1-1 Dupe
did:plc:7vs7fbkam6azcbffwietmmgx,3lscmh65r3s2c,1750717159693123,2025-06-23T22:19:19.693123+00:00,en,"Tour news: Cash Cobain, Death Angel, The Tubs, Ada Lea, Lady Wray, All Things Go Toronto, more www.brooklynvegan.com/tour-news-ca..."
did:plc:p6kxpg6glahddvfexepepvp4,3lscmhxhtx22n,1750717190175847,2025-06-23T22:19:50.175847+00:00,en,My Fragrance of the Day:   Dries Van Noten Soie Malaquais  - Vegan  -Refillable bottle   *budget beauties: Lataffa Peace and Love is a 1-1 Dupe
did:plc:dsthnyumrunxl3v7oaaroji3,3lscmijbsa22x,1750717208262786,2025-06-23T22:20:08.262786+00:00,en,Calling all vegetarians and vegans (and everyone else too)! These are really really good with some pizza sauce and mozzarella melted on top. I always forget these exist and get excited trying them again 😋
did:plc:l6dehzobhtjr5vo6uikijmky,3lscmj4uc3c2o,1750717222259557,2025-06-23T22:20:22.259557+00:00,en,after 37 years I have finally found a skin care regimen that is easy enough for me to stay consistent with and with clean products/mostly vegan. AND has been working wonders for the glow up.
did:plc:6s3d5wgmja3s4765pf7frbg7,3lscmzdzh6c27,1750717768080861,2025-06-23T22:29:28.080861+00:00,en,"Apparently a woman who rescues animals killed herself because animal rights activists didnt like how she did it and harassed and bullied her relentlessly.  Stop. Being. Cunts.  I will find you, and drive you to suicide. Every moment of yours will be spent in terror wondering if I'm watching you."
did:plc:qjwkumktiy57gbq6rfeq2sws,3lscnoidabs2j,1750718477118521,2025-06-23T22:41:17.118521+00:00,en,"Listen, I'm friends with one vegan and they're cool and all, but they really need to stop having hubris that they're going to win shows like Master Chef where the entire show is built around the proper cooking of meat."
did:plc:rrqwkc3ez2ml67pimm3hm2lg,3lscnvbs2vk2x,1750718710574787,2025-06-23T22:45:10.574787+00:00,en,"I've decided to start sharing the homemade meals I've been making. If not to inspire you then to at least keep myself accountable 😅 rice noodles,tofu, frozen veggies, mushrooms , soy sauce, peanut butter & chili flakes I harvested and dried myself.🌶️ #adhdfoodie #veganmeals"
did:plc:xp74kvtv3bizbjxmoxqinxfz,3lscobvpuus2h,1750719091168503,2025-06-23T22:51:31.168503+00:00,en,"Here in the PNW we're already experiencing numerous wildfires. Shifting to a plant-based food system (and starting with our own diets) is an important strategy for reducing our risk and helping people, animals, and the planet."
did:plc:pdht6cdka56xoc7uhinywjqy,3lscoc533ak2a,1750719145771355,2025-06-23T22:52:25.771355+00:00,en,"Trying anything to get my daughter to embrace the cabbage 🥬😁  Sliced, oiled, seasoned and baked a few cabbage steaks - even added plant based bacon but nope 😮 More leftovers for me 🤸🏼‍♀️  I'm going to keep trying though 💪🏼🥬 Any ideas welcome!  #VeganFood"
did:plc:s67bo2bghgshexxdeyc4nplm,3lscofrpbvs2x,1750719258468172,2025-06-23T22:54:18.468172+00:00,en,Anyone know of a good vegan cotton candy ice cream?
did:plc:aattexikjlpex2xxdod2el5y,3lscohqj36626,1750719325050967,2025-06-23T22:55:25.050967+00:00,en-US|en,High Protein “Cheese” Sauce  https://www.diningandcooking.com/2142367/high-protein-cheese-sauce/  Recipe makes 6 servings. Nutrition info per serving: Calories: 67kcal | Carbohydrates: 1.6g | Protein: 8.7g | Fat: 1.4g | Fiber: 2g https://proteindeficientvegan.com/recipes/high-protein-cheese-sauce …
did:plc:wjuwy2cechhlde7om5kstvzo,3lscoyfxyw227,1750719911155424,2025-06-23T23:05:11.155424+00:00,en,"Dinner! Vegan sloppy joes, homemade kfc copycat cole slaw & air fryer french fries (I'm getting better at french fries. Soaked them in ice water for a while)  Nom nom nom  And omg. Percy needs black powder in ep 57 of Vox Machina C1 😂 I hope I don't spit my food laughing lol"
did:plc:swqinzrsos24ofpck42j3dr5,3lscp3gomb22t,1750719987573561,2025-06-23T23:06:27.573561+00:00,en,Join the global movement toward a future beyond animal exploitation. Time is running out to help support the completion of this beautiful documentary. Can you find it in your heart to pitch in! #vegan #animalsanctuary #animalrights www.indiegogo.com/projects/kin...
did:plc:oiiatiyfrmn3dozoopwihy6c,3lscpclmpsk2s,1750720225165434,2025-06-23T23:10:25.165434+00:00,en,I found a compliant product with Boycat! Nuts For Cheese - Nuts for Cheese - Organic & Dairy-Free Cheese | Multiple Flavors is ethically produced. Download Boycat to discover more ethical alternatives: www.boycat.io/download
did:plc:qnvz4nscfxjc2anou66z7nxk,3lscpf64ras27,1750720314658674,2025-06-23T23:11:54.658674+00:00,en,"The vegan chocolate chip cookies from Delightful Foods in Oakland are SO tasty! Moist & soft, without the weird aftertaste of mass-produced soft cookies or the unfortunate dryness that often plagues vegan cookies. (I got mine at Le Beau in Nob Hill.)  nocookie.com/collections/..."
did:plc:gsvag7rscrwebrjsidlaur65,3lscpg5pg322g,1750720347475816,2025-06-23T23:12:27.475816+00:00,en,"Use more plant-based proteins! Meat and dairy do not contain fiber. To easily add extra fiber to your meals, replace these animal proteins with plant-based ingredients like beans, peas, lentils, tofu, and tempeh."
did:plc:fbcolryyyi45ragx56lcuvpv,3lscpmkk24k25,1750720561271982,2025-06-23T23:16:01.271982+00:00,en,"A vegan five  Wordle 1,466 5/6*  ⬜⬜🟩⬜🟩 ⬜⬜🟩⬜🟩 ⬜🟩🟩⬜🟩 ⬜🟩🟩⬜🟩 🟩🟩🟩🟩🟩"
did:plc:7owgxhhhpqvvz4glthgyy5yk,3lscpzqgvhk2u,1750721004566236,2025-06-23T23:23:24.566236+00:00,en,Twitch.tv/djveganinblack #twitch
did:plc:y2buvtz4vgb47evoo2m7g4ow,3lscq3zctjs2k,1750721081190835,2025-06-23T23:24:41.190835+00:00,en,"Same preparation of the tofu “fish” I use for another dish, but the sauce/veges on this Pad Preaw Wahn (sweet and sour crispy seaweed tofu) is the bomb! #veganfood #glutenfree"
